IPL_EDITION,VENUE,CITY,DATES,TEAM1_IRRESPECTIVE_OF_INNING,TEAM2_IRRESPECTIVE_OF_INNING,FIRST_INNING,SECOND_INNING,WINNING_TEAM,MOM
2017,"Green Park",Kanpur,2017-05-10,"Gujarat Lions","Delhi Daredevils",195/5,197/8,"Delhi Daredevils","SS Iyer"
2017,"Wankhede Stadium",Mumbai,2017-05-11,"Mumbai Indians","Kings XI Punjab",230/3,223/6,"Kings XI Punjab","WP Saha"
2017,"Feroz Shah Kotla",Delhi,2017-05-12,"Delhi Daredevils","Rising Pune Supergiant",168/8,161/7,"Delhi Daredevils","KK Nair"
2017,"Green Park",Kanpur,2017-05-13,"Gujarat Lions","Sunrisers Hyderabad",154/10,158/2,"Sunrisers Hyderabad","Mohammed Siraj"
2017,"Eden Gardens",Kolkata,2017-05-13,"Kolkata Knight Riders","Mumbai Indians",173/5,164/8,"Mumbai Indians","AT Rayudu"
2017,"Maharashtra Cricket Association Stadium",Pune,2017-05-14,"Rising Pune Supergiant","Kings XI Punjab",73/10,78/1,"Rising Pune Supergiant","JD Unadkat"
2017,"Feroz Shah Kotla",Delhi,2017-05-14,"Delhi Daredevils","Royal Challengers Bangalore",161/6,151/10,"Royal Challengers Bangalore","HV Patel"
2017,"Wankhede Stadium",Mumbai,2017-05-16,"Mumbai Indians","Rising Pune Supergiant",162/4,142/9,"Rising Pune Supergiant","Washington Sundar"
2017,"M Chinnaswamy Stadium",Bangalore,2017-05-17,"Sunrisers Hyderabad","Kolkata Knight Riders",128/7,48/3,"Kolkata Knight Riders","NM Coulter-Nile"
2017,"M Chinnaswamy Stadium",Bangalore,2017-05-19,"Mumbai Indians","Kolkata Knight Riders",107/10,111/4,"Mumbai Indians","KV Sharma"
2018,"Wankhede Stadium",Mumbai,2018-04-07,"Mumbai Indians","Chennai Super Kings",165/4,169/9,"Chennai Super Kings","DJ Bravo"
2018,"Eden Gardens",Kolkata,2018-04-08,"Kolkata Knight Riders","Royal Challengers Bangalore",176/7,177/6,"Kolkata Knight Riders","SP Narine"
2018,"Sawai Mansingh Stadium",Jaipur,2018-04-11,"Rajasthan Royals","Delhi Daredevils",153/5,60/4,"Rajasthan Royals","SV Samson"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-04-13,"Royal Challengers Bangalore","Kings XI Punjab",155/10,159/6,"Royal Challengers Bangalore","UT Yadav"
2018,"Wankhede Stadium",Mumbai,2018-04-14,"Mumbai Indians","Delhi Daredevils",194/7,195/3,"Delhi Daredevils","JJ Roy"
2018,"Eden Gardens",Kolkata,2018-04-14,"Kolkata Knight Riders","Sunrisers Hyderabad",138/8,139/5,"Sunrisers Hyderabad","B Stanlake"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-04-15,"Royal Challengers Bangalore","Rajasthan Royals",217/4,198/6,"Rajasthan Royals","SV Samson"
2018,"Eden Gardens",Kolkata,2018-04-16,"Kolkata Knight Riders","Delhi Daredevils",200/9,129/10,"Kolkata Knight Riders","N Rana"
2018,"Wankhede Stadium",Mumbai,2018-04-17,"Mumbai Indians","Royal Challengers Bangalore",213/6,167/8,"Mumbai Indians","RG Sharma"
2018,"Sawai Mansingh Stadium",Jaipur,2018-04-18,"Rajasthan Royals","Kolkata Knight Riders",160/8,163/3,"Kolkata Knight Riders","N Rana"
2018,"Maharashtra Cricket Association Stadium",Pune,2018-04-20,"Chennai Super Kings","Rajasthan Royals",204/5,140/10,"Chennai Super Kings","SR Watson"
2018,"Eden Gardens",Kolkata,2018-04-21,"Kolkata Knight Riders","Kings XI Punjab",191/7,126/1,"Kings XI Punjab","KL Rahul"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-04-21,"Royal Challengers Bangalore","Delhi Daredevils",174/5,176/4,"Royal Challengers Bangalore","AB de Villiers"
2018,"Sawai Mansingh Stadium",Jaipur,2018-04-22,"Rajasthan Royals","Mumbai Indians",167/7,168/7,"Rajasthan Royals","JC Archer"
2018,"Feroz Shah Kotla",Delhi,2018-04-23,"Delhi Daredevils","Kings XI Punjab",143/8,139/8,"Kings XI Punjab","AS Rajpoot"
2018,"Wankhede Stadium",Mumbai,2018-04-24,"Mumbai Indians","Sunrisers Hyderabad",118/10,87/10,"Sunrisers Hyderabad","Rashid Khan"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-04-25,"Royal Challengers Bangalore","Chennai Super Kings",205/8,207/5,"Chennai Super Kings","MS Dhoni"
2018,"Feroz Shah Kotla",Delhi,2018-04-27,"Delhi Daredevils","Kolkata Knight Riders",219/4,164/9,"Delhi Daredevils","SS Iyer"
2018,"Maharashtra Cricket Association Stadium",Pune,2018-04-28,"Chennai Super Kings","Mumbai Indians",169/5,170/2,"Mumbai Indians","RG Sharma"
2018,"Sawai Mansingh Stadium",Jaipur,2018-04-29,"Rajasthan Royals","Sunrisers Hyderabad",151/7,140/6,"Sunrisers Hyderabad","KS Williamson"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-04-29,"Royal Challengers Bangalore","Kolkata Knight Riders",175/4,176/5,"Kolkata Knight Riders","CA Lynn"
2018,"Maharashtra Cricket Association Stadium",Pune,2018-04-30,"Chennai Super Kings","Delhi Daredevils",211/4,198/5,"Chennai Super Kings","SR Watson"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-05-01,"Royal Challengers Bangalore","Mumbai Indians",167/7,153/7,"Royal Challengers Bangalore","TG Southee"
2018,"Feroz Shah Kotla",Delhi,2018-05-02,"Delhi Daredevils","Rajasthan Royals",196/6,146/5,"Delhi Daredevils","RR Pant"
2018,"Eden Gardens",Kolkata,2018-05-03,"Kolkata Knight Riders","Chennai Super Kings",177/5,180/4,"Kolkata Knight Riders","SP Narine"
2018,"Holkar Cricket Stadium",Indore,2018-05-04,"Kings XI Punjab","Mumbai Indians",174/6,176/4,"Mumbai Indians","SA Yadav"
2018,"Maharashtra Cricket Association Stadium",Pune,2018-05-05,"Chennai Super Kings","Royal Challengers Bangalore",127/9,128/4,"Chennai Super Kings","RA Jadeja"
2018,"Wankhede Stadium",Mumbai,2018-05-06,"Mumbai Indians","Kolkata Knight Riders",181/4,168/6,"Mumbai Indians","HH Pandya"
2018,"Holkar Cricket Stadium",Indore,2018-05-06,"Kings XI Punjab","Rajasthan Royals",152/9,155/4,"Kings XI Punjab","Mujeeb Ur Rahman"
2018,"Sawai Mansingh Stadium",Jaipur,2018-05-08,"Rajasthan Royals","Kings XI Punjab",158/8,143/7,"Rajasthan Royals","JC Buttler"
2018,"Eden Gardens",Kolkata,2018-05-09,"Kolkata Knight Riders","Mumbai Indians",210/6,108/10,"Mumbai Indians","Ishan Kishan"
2018,"Feroz Shah Kotla",Delhi,2018-05-10,"Delhi Daredevils","Sunrisers Hyderabad",187/5,191/1,"Sunrisers Hyderabad","S Dhawan"
2018,"Sawai Mansingh Stadium",Jaipur,2018-05-11,"Rajasthan Royals","Chennai Super Kings",176/4,177/6,"Rajasthan Royals","JC Buttler"
2018,"Holkar Cricket Stadium",Indore,2018-05-12,"Kings XI Punjab","Kolkata Knight Riders",245/6,214/8,"Kolkata Knight Riders","SP Narine"
2018,"Feroz Shah Kotla",Delhi,2018-05-12,"Delhi Daredevils","Royal Challengers Bangalore",181/4,187/5,"Royal Challengers Bangalore","AB de Villiers"
2018,"Maharashtra Cricket Association Stadium",Pune,2018-05-13,"Chennai Super Kings","Sunrisers Hyderabad",179/4,180/2,"Chennai Super Kings","AT Rayudu"
2018,"Wankhede Stadium",Mumbai,2018-05-13,"Mumbai Indians","Rajasthan Royals",168/6,171/3,"Rajasthan Royals","JC Buttler"
2018,"Holkar Cricket Stadium",Indore,2018-05-14,"Kings XI Punjab","Royal Challengers Bangalore",88/10,92/0,"Royal Challengers Bangalore","UT Yadav"
2018,"Eden Gardens",Kolkata,2018-05-15,"Kolkata Knight Riders","Rajasthan Royals",142/10,145/4,"Kolkata Knight Riders","Kuldeep Yadav"
2018,"Wankhede Stadium",Mumbai,2018-05-16,"Mumbai Indians","Kings XI Punjab",186/8,183/5,"Mumbai Indians","JJ Bumrah"
2018,"M.Chinnaswamy Stadium",Bengaluru,2018-05-17,"Royal Challengers Bangalore","Sunrisers Hyderabad",218/6,204/3,"Royal Challengers Bangalore","AB de Villiers"
2018,"Feroz Shah Kotla",Delhi,2018-05-18,"Delhi Daredevils","Chennai Super Kings",162/5,128/6,"Delhi Daredevils","HV Patel"
2018,"Sawai Mansingh Stadium",Jaipur,2018-05-19,"Rajasthan Royals","Royal Challengers Bangalore",164/5,134/10,"Rajasthan Royals","S Gopal"
2018,"Feroz Shah Kotla",Delhi,2018-05-20,"Delhi Daredevils","Mumbai Indians",174/4,163/10,"Delhi Daredevils","A Mishra"
2018,"Maharashtra Cricket Association Stadium",Pune,2018-05-20,"Chennai Super Kings","Kings XI Punjab",153/10,159/5,"Chennai Super Kings","L Ngidi"
2018,"Wankhede Stadium",Mumbai,2018-05-22,"Sunrisers Hyderabad","Chennai Super Kings",139/7,140/8,"Chennai Super Kings","F du Plessis"
2018,"Eden Gardens",Kolkata,2018-05-23,"Kolkata Knight Riders","Rajasthan Royals",169/7,144/4,"Kolkata Knight Riders","AD Russell"
2018,"Eden Gardens",Kolkata,2018-05-25,"Kolkata Knight Riders","Sunrisers Hyderabad",174/7,160/9,"Sunrisers Hyderabad","Rashid Khan"
2018,"Wankhede Stadium",Mumbai,2018-05-27,"Chennai Super Kings","Sunrisers Hyderabad",178/6,181/2,"Chennai Super Kings","SR Watson"
2019,"Eden Gardens",Kolkata,2019-03-24,"Kolkata Knight Riders","Sunrisers Hyderabad",181/3,183/4,"Kolkata Knight Riders","AD Russell"
2019,"Wankhede Stadium",Mumbai,2019-03-24,"Mumbai Indians","Delhi Capitals",213/6,176/9,"Delhi Capitals","RR Pant"
2019,"Sawai Mansingh Stadium",Jaipur,2019-03-25,"Rajasthan Royals","Kings XI Punjab",184/4,170/9,"Kings XI Punjab","CH Gayle"
2019,"Feroz Shah Kotla",Delhi,2019-03-26,"Delhi Capitals","Chennai Super Kings",147/6,150/4,"Chennai Super Kings","SR Watson"
2019,"Eden Gardens",Kolkata,2019-03-27,"Kolkata Knight Riders","Kings XI Punjab",218/4,190/4,"Kolkata Knight Riders","AD Russell"
2019,"M.Chinnaswamy Stadium",Bengaluru,2019-03-28,"Royal Challengers Bangalore","Mumbai Indians",187/8,181/5,"Mumbai Indians","JJ Bumrah"
2019,"Feroz Shah Kotla",Delhi,2019-03-30,"Delhi Capitals","Kolkata Knight Riders",185/8,185/6,"Delhi Capitals","PP Shaw"
2019,"Sawai Mansingh Stadium",Jaipur,2019-04-02,"Rajasthan Royals","Royal Challengers Bangalore",158/4,164/3,"Rajasthan Royals","S Gopal"
2019,"Wankhede Stadium",Mumbai,2019-04-03,"Mumbai Indians","Chennai Super Kings",170/5,133/8,"Mumbai Indians","HH Pandya"
2019,"Feroz Shah Kotla",Delhi,2019-04-04,"Delhi Capitals","Sunrisers Hyderabad",129/8,131/5,"Sunrisers Hyderabad","JM Bairstow"
2019,"M.Chinnaswamy Stadium",Bengaluru,2019-04-05,"Royal Challengers Bangalore","Kolkata Knight Riders",205/3,206/5,"Kolkata Knight Riders","AD Russell"
2019,"M.Chinnaswamy Stadium",Bengaluru,2019-04-07,"Royal Challengers Bangalore","Delhi Capitals",149/8,152/6,"Delhi Capitals","K Rabada"
2019,"Sawai Mansingh Stadium",Jaipur,2019-04-07,"Rajasthan Royals","Kolkata Knight Riders",139/3,140/2,"Kolkata Knight Riders","HF Gurney"
2019,"Wankhede Stadium",Mumbai,2019-04-10,"Mumbai Indians","Kings XI Punjab",197/4,198/7,"Mumbai Indians","KA Pollard"
2019,"Sawai Mansingh Stadium",Jaipur,2019-04-11,"Rajasthan Royals","Chennai Super Kings",151/7,155/6,"Chennai Super Kings","MS Dhoni"
2019,"Eden Gardens",Kolkata,2019-04-12,"Kolkata Knight Riders","Delhi Capitals",178/7,180/3,"Delhi Capitals","S Dhawan"
2019,"Wankhede Stadium",Mumbai,2019-04-13,"Mumbai Indians","Rajasthan Royals",187/5,188/6,"Rajasthan Royals","JC Buttler"
2019,"Eden Gardens",Kolkata,2019-04-14,"Kolkata Knight Riders","Chennai Super Kings",161/8,162/5,"Chennai Super Kings","Imran Tahir"
2019,"Wankhede Stadium",Mumbai,2019-04-15,"Mumbai Indians","Royal Challengers Bangalore",171/7,172/5,"Mumbai Indians","SL Malinga"
2019,"Feroz Shah Kotla",Delhi,2019-04-18,"Delhi Capitals","Mumbai Indians",168/5,128/9,"Mumbai Indians","HH Pandya"
2019,"Eden Gardens",Kolkata,2019-04-19,"Kolkata Knight Riders","Royal Challengers Bangalore",213/4,203/5,"Royal Challengers Bangalore","V Kohli"
2019,"Sawai Mansingh Stadium",Jaipur,2019-04-20,"Rajasthan Royals","Mumbai Indians",161/5,162/5,"Rajasthan Royals","SPD Smith"
2019,"Feroz Shah Kotla",Delhi,2019-04-20,"Delhi Capitals","Kings XI Punjab",163/7,166/5,"Delhi Capitals","SS Iyer"
2019,"M.Chinnaswamy Stadium",Bengaluru,2019-04-21,"Royal Challengers Bangalore","Chennai Super Kings",161/7,160/8,"Royal Challengers Bangalore","PA Patel"
2019,"Sawai Mansingh Stadium",Jaipur,2019-04-22,"Rajasthan Royals","Delhi Capitals",191/6,193/4,"Delhi Capitals","RR Pant"
2019,"M.Chinnaswamy Stadium",Bengaluru,2019-04-24,"Royal Challengers Bangalore","Kings XI Punjab",202/4,185/7,"Royal Challengers Bangalore","AB de Villiers"
2019,"Eden Gardens",Kolkata,2019-04-25,"Kolkata Knight Riders","Rajasthan Royals",175/6,177/7,"Rajasthan Royals","VR Aaron"
2019,"Sawai Mansingh Stadium",Jaipur,2019-04-27,"Rajasthan Royals","Sunrisers Hyderabad",160/8,161/3,"Rajasthan Royals","JD Unadkat"
2019,"Feroz Shah Kotla",Delhi,2019-04-28,"Delhi Capitals","Royal Challengers Bangalore",187/5,171/7,"Delhi Capitals","S Dhawan"
2019,"Eden Gardens",Kolkata,2019-04-28,"Kolkata Knight Riders","Mumbai Indians",232/2,198/7,"Kolkata Knight Riders","AD Russell"
2019,"M.Chinnaswamy Stadium",Bengaluru,2019-04-30,"Royal Challengers Bangalore","Rajasthan Royals",62/7,41/1,NA,NA
2019,"Wankhede Stadium",Mumbai,2019-05-02,"Mumbai Indians","Sunrisers Hyderabad",162/5,162/6,"Mumbai Indians","JJ Bumrah"
2019,"Feroz Shah Kotla",Delhi,2019-05-04,"Delhi Capitals","Rajasthan Royals",115/9,121/5,"Delhi Capitals","A Mishra"
2019,"M.Chinnaswamy Stadium",Bengaluru,2019-05-04,"Royal Challengers Bangalore","Sunrisers Hyderabad",175/7,178/6,"Royal Challengers Bangalore","SO Hetmyer"
2019,"Wankhede Stadium",Mumbai,2019-05-05,"Mumbai Indians","Kolkata Knight Riders",133/7,134/1,"Mumbai Indians","HH Pandya"
2019,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",Visakhapatnam,2019-05-08,"Delhi Capitals","Sunrisers Hyderabad",162/8,165/8,"Delhi Capitals","RR Pant"
2019,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",Visakhapatnam,2019-05-10,"Chennai Super Kings","Delhi Capitals",147/9,151/4,"Chennai Super Kings","F du Plessis"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-09-19,"Mumbai Indians","Chennai Super Kings",162/9,166/5,"Chennai Super Kings","AT Rayudu"
2020,"Dubai International Cricket Stadium",Dubai,2020-09-20,"Delhi Capitals","Kings XI Punjab",157/8,157/8,"Delhi Capitals","MP Stoinis"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-21,"Kolkata Knight Riders","Royal Challengers Bangalore",84/8,85/2,"Royal Challengers Bangalore","Mohammed Siraj"
2020,"Sharjah Cricket Stadium",Sharjah,2020-11-03,"Mumbai Indians","Sunrisers Hyderabad",149/8,151/0,"Sunrisers Hyderabad","S Nadeem"
2020,"Sharjah Cricket Stadium",Sharjah,2020-09-22,"Rajasthan Royals","Chennai Super Kings",216/7,200/6,"Rajasthan Royals","SV Samson"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-24,"Kolkata Knight Riders","Delhi Capitals",194/6,135/9,"Kolkata Knight Riders","CV Varun"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-24,"Kings XI Punjab","Sunrisers Hyderabad",126/7,114/10,"Kings XI Punjab","CJ Jordan"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-28,"Royal Challengers Bangalore","Mumbai Indians",164/6,166/5,"Mumbai Indians","SA Yadav"
2020,"Sharjah Cricket Stadium",Sharjah,2020-10-09,"Delhi Capitals","Rajasthan Royals",184/8,138/10,"Delhi Capitals","R Ashwin"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-07,"Kolkata Knight Riders","Chennai Super Kings",167/10,157/5,"Kolkata Knight Riders","RA Tripathi"
2020,"Sharjah Cricket Stadium",Sharjah,2020-10-31,"Royal Challengers Bangalore","Sunrisers Hyderabad",120/7,121/5,"Sunrisers Hyderabad","Sandeep Sharma"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-01,"Mumbai Indians","Kings XI Punjab",191/4,143/8,"Mumbai Indians","KA Pollard"
2020,"Dubai International Cricket Stadium",Dubai,2020-09-30,"Kolkata Knight Riders","Rajasthan Royals",174/6,137/9,"Kolkata Knight Riders","Shivam Mavi"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-11-02,"Royal Challengers Bangalore","Delhi Capitals",152/7,154/4,"Delhi Capitals","A Nortje"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-11-01,"Kings XI Punjab","Chennai Super Kings",153/6,154/1,"Chennai Super Kings","RD Gaikwad"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-11,"Sunrisers Hyderabad","Rajasthan Royals",158/4,163/5,"Rajasthan Royals","R Tewatia"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-09-23,"Mumbai Indians","Kolkata Knight Riders",195/5,146/9,"Mumbai Indians","RG Sharma"
2020,"Sharjah Cricket Stadium",Sharjah,2020-10-17,"Chennai Super Kings","Delhi Capitals",179/4,185/5,"Delhi Capitals","S Dhawan"
2020,"Dubai International Cricket Stadium",Dubai,2020-09-24,"Kings XI Punjab","Royal Challengers Bangalore",206/3,109/10,"Kings XI Punjab","KL Rahul"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-06,"Mumbai Indians","Rajasthan Royals",193/4,136/10,"Mumbai Indians","SA Yadav"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-18,"Kolkata Knight Riders","Sunrisers Hyderabad",163/5,163/6,"Kolkata Knight Riders","LH Ferguson"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-04,"Kings XI Punjab","Chennai Super Kings",178/4,181/0,"Chennai Super Kings","SR Watson"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-03,"Rajasthan Royals","Royal Challengers Bangalore",154/6,158/2,"Royal Challengers Bangalore","YS Chahal"
2020,"Sharjah Cricket Stadium",Sharjah,2020-10-03,"Delhi Capitals","Kolkata Knight Riders",228/4,210/8,"Delhi Capitals","SS Iyer"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-02,"Sunrisers Hyderabad","Chennai Super Kings",164/5,157/5,"Sunrisers Hyderabad","PK Garg"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-18,"Mumbai Indians","Kings XI Punjab",176/6,176/6,"Kings XI Punjab","KL Rahul"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-22,"Rajasthan Royals","Sunrisers Hyderabad",154/6,156/2,"Sunrisers Hyderabad","MK Pandey"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-05,"Delhi Capitals","Royal Challengers Bangalore",196/4,137/9,"Delhi Capitals","AR Patel"
2020,"Sharjah Cricket Stadium",Sharjah,2020-10-26,"Kolkata Knight Riders","Kings XI Punjab",149/9,150/2,"Kings XI Punjab","CH Gayle"
2020,"Sharjah Cricket Stadium",Sharjah,2020-10-23,"Chennai Super Kings","Mumbai Indians",114/9,116/0,"Mumbai Indians","TA Boult"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-17,"Rajasthan Royals","Royal Challengers Bangalore",177/6,179/3,"Royal Challengers Bangalore","AB de Villiers"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-10,"Kolkata Knight Riders","Kings XI Punjab",164/6,162/5,"Kolkata Knight Riders","KD Karthik"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-27,"Sunrisers Hyderabad","Delhi Capitals",219/2,131/10,"Sunrisers Hyderabad","WP Saha"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-10,"Royal Challengers Bangalore","Chennai Super Kings",169/4,132/8,"Royal Challengers Bangalore","V Kohli"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-16,"Kolkata Knight Riders","Mumbai Indians",148/5,149/2,"Mumbai Indians","Q de Kock"
2020,"Sharjah Cricket Stadium",Sharjah,2020-09-27,"Kings XI Punjab","Rajasthan Royals",223/2,226/6,"Rajasthan Royals","SV Samson"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-13,"Chennai Super Kings","Sunrisers Hyderabad",167/6,147/8,"Chennai Super Kings","RA Jadeja"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-11,"Delhi Capitals","Mumbai Indians",162/4,166/5,"Mumbai Indians","Q de Kock"
2020,"Dubai International Cricket Stadium",Dubai,2020-11-01,"Kolkata Knight Riders","Rajasthan Royals",191/7,131/9,"Kolkata Knight Riders","PJ Cummins"
2020,"Sharjah Cricket Stadium",Sharjah,2020-10-15,"Royal Challengers Bangalore","Kings XI Punjab",171/6,177/2,"Kings XI Punjab","KL Rahul"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-09-29,"Sunrisers Hyderabad","Delhi Capitals",162/4,147/7,"Sunrisers Hyderabad","Rashid Khan"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-19,"Chennai Super Kings","Rajasthan Royals",125/5,126/3,"Rajasthan Royals","JC Buttler"
2020,"Dubai International Cricket Stadium",Dubai,2020-09-21,"Royal Challengers Bangalore","Sunrisers Hyderabad",163/5,153/10,"Royal Challengers Bangalore","YS Chahal"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-31,"Delhi Capitals","Mumbai Indians",110/9,111/1,"Mumbai Indians","Ishan Kishan"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-29,"Kolkata Knight Riders","Chennai Super Kings",172/5,178/4,"Chennai Super Kings","RD Gaikwad"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-30,"Kings XI Punjab","Rajasthan Royals",185/4,186/3,"Rajasthan Royals","BA Stokes"
2020,"Sharjah Cricket Stadium",Sharjah,2020-10-04,"Mumbai Indians","Sunrisers Hyderabad",208/5,174/7,"Mumbai Indians","TA Boult"
2020,"Dubai International Cricket Stadium",Dubai,2020-09-25,"Delhi Capitals","Chennai Super Kings",175/3,131/7,"Delhi Capitals","PP Shaw"
2020,"Sharjah Cricket Stadium",Sharjah,2020-10-12,"Royal Challengers Bangalore","Kolkata Knight Riders",194/2,112/9,"Royal Challengers Bangalore","AB de Villiers"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-10-25,"Mumbai Indians","Rajasthan Royals",195/5,196/2,"Rajasthan Royals","BA Stokes"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-08,"Sunrisers Hyderabad","Kings XI Punjab",201/6,132/10,"Sunrisers Hyderabad","JM Bairstow"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-14,"Delhi Capitals","Rajasthan Royals",161/7,148/8,"Delhi Capitals","A Nortje"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-25,"Royal Challengers Bangalore","Chennai Super Kings",145/6,150/2,"Chennai Super Kings","RD Gaikwad"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-09-26,"Sunrisers Hyderabad","Kolkata Knight Riders",142/4,145/3,"Kolkata Knight Riders","Shubman Gill"
2020,"Dubai International Cricket Stadium",Dubai,2020-10-20,"Delhi Capitals","Kings XI Punjab",164/5,167/5,"Kings XI Punjab","S Dhawan"
2020,"Dubai International Cricket Stadium",Dubai,2020-09-28,"Royal Challengers Bangalore","Mumbai Indians",201/3,201/5,"Royal Challengers Bangalore","AB de Villiers"
2020,"Dubai International Cricket Stadium",Dubai,2020-11-05,"Mumbai Indians","Delhi Capitals",200/5,143/8,"Mumbai Indians","JJ Bumrah"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-11-06,"Royal Challengers Bangalore","Sunrisers Hyderabad",131/7,132/4,"Sunrisers Hyderabad","KS Williamson"
2020,"Sheikh Zayed Stadium","Abu Dhabi",2020-11-08,"Delhi Capitals","Sunrisers Hyderabad",189/3,172/8,"Delhi Capitals","MP Stoinis"
2020,"Dubai International Cricket Stadium",Dubai,2020-11-10,"Delhi Capitals","Mumbai Indians",156/7,157/5,"Mumbai Indians","TA Boult"
